life_expectancy,alcohol,hepatitis_b,measles,polio,diphtheria,hiv/aids
71.7,9.82,99.0,117,97.0,97.0,0.1
71.1,8.78,98.0,9,97.0,97.0,0.1
77.0,9.62,99.0,14,98.0,98.0,0.1
78.0,9.78,98.0,10,99.0,99.0,0.1
77.0,10.16,98.0,35,99.0,99.0,0.1
75.0,3.755,97.0,843,97.0,97.0,0.1
73.0,10.12,97.0,4711,97.0,97.0,0.1
70.0,10.58,97.0,2339,98.0,97.0,0.2
69.6,10.99,97.0,2123,98.0,97.0,0.3
69.4,11.04,97.0,629,97.0,97.0,0.3
68.4,11.05,97.0,129,98.0,97.0,0.2
68.2,11.21,98.0,101,98.0,98.0,0.3
67.5,12.04,98.0,27,98.0,98.0,0.3
67.3,12.19,98.0,173,98.0,98.0,0.3
66.4,11.79,98.0,1147,98.0,98.0,0.3
65.0,11.57,97.0,454,98.0,98.0,0.3
64.9,11.5,96.0,2444,98.0,97.0,0.3
64.6,11.32,94.0,3291,97.0,96.0,0.4
64.8,10.87,81.0,580,97.0,97.0,0.3
65.1,10.47,43.0,2072,97.0,96.0,0.3
65.0,10.18,92.0,4800,97.0,96.0,0.2
66.1,3.755,98.0,1,99.0,98.0,0.4
65.7,0.01,98.0,10,98.0,98.0,0.4
65.2,0.01,98.0,17,98.0,98.0,0.5
64.6,0.01,98.0,75,98.0,98.0,0.7
63.8,8.34,97.0,31,93.0,97.0,1.3
62.8,7.92,97.0,121,93.0,97.0,2.3
61.0,7.11,97.0,5,93.0,97.0,2.8
68.0,6.39,97.0,6,97.0,97.0,3.7
59.6,6.78,97.0,26,98.0,97.0,5.0
57.6,6.88,99.0,494,99.0,99.0,6.2
55.3,7.01,95.0,129,95.0,95.0,7.1
53.4,6.75,89.0,386,89.0,89.0,7.7
52.0,6.66,96.0,1064,96.0,96.0,8.1
57.0,7.82,88.0,2738,85.0,88.0,8.0
48.6,5.72,92.0,896,76.0,77.0,8.1
48.3,7.13,92.0,2095,9.0,9.0,8.5
72.1,8.54,97.0,0,96.0,96.0,0.1
75.2,3.755,99.0,0,99.0,99.0,0.1
75.0,9.97,99.0,0,99.0,99.0,0.1
74.8,9.73,99.0,0,99.0,99.0,0.1
74.7,9.99,98.0,0,98.0,98.0,0.1
74.6,10.43,99.0,0,99.0,99.0,0.1
74.2,10.87,97.0,0,97.0,97.0,0.1
74.3,11.09,95.0,0,95.0,95.0,0.1
74.1,12.09,96.0,0,96.0,96.0,0.1
73.9,12.68,99.0,0,99.0,99.0,0.1
73.5,13.45,85.0,0,85.0,85.0,0.1
73.1,12.32,95.0,0,95.0,95.0,0.2
72.6,11.93,91.0,0,91.0,91.0,0.2
72.2,12.55,84.0,0,91.0,9.0,0.2
72.0,11.85,14.0,0,9.0,74.0,0.1
71.8,12.03,92.0,0,99.0,99.0,0.3
71.6,11.69,92.0,0,7.0,7.0,0.4
73.2,3.755,98.0,0,97.0,98.0,0.1
73.1,7.01,98.0,0,97.0,98.0,0.1
72.7,7.07,97.0,0,97.0,97.0,0.1
72.8,6.93,96.0,0,96.0,96.0,0.1
72.7,7.02,96.0,0,96.0,96.0,0.1
72.5,7.0,99.0,0,99.0,99.0,0.1
72.3,6.85,99.0,0,99.0,99.0,0.2
72.1,6.92,99.0,0,99.0,99.0,0.3
71.9,5.89,99.0,0,99.0,99.0,0.3
71.7,5.93,99.0,0,99.0,99.0,0.3
71.4,6.04,99.0,0,93.0,99.0,0.2
71.2,5.42,99.0,0,99.0,99.0,0.4
71.0,5.1,31.0,0,99.0,99.0,0.4
79.0,4.94,92.0,0,99.0,99.0,0.4
79.0,4.73,92.0,0,99.0,99.0,0.7
79.0,4.8,92.0,0,99.0,98.0,0.7
74.0,3.755,59.0,0,61.0,66.0,0.1
73.8,0.01,56.0,0,58.0,63.0,0.1
73.6,0.01,6.0,0,62.0,67.0,0.1
73.2,0.01,64.0,1,62.0,64.0,0.1
73.0,2.15,58.0,0,6.0,65.0,0.1
72.6,3.01,57.0,8,57.0,62.0,0.1
76.0,2.88,44.0,0,45.0,49.0,0.1
72.5,3.97,12.0,0,54.0,26.0,0.1
72.2,3.85,46.0,0,49.0,53.0,0.1
72.0,3.52,35.0,0,37.0,39.0,0.1
71.6,3.63,41.0,0,55.0,49.0,0.1
71.4,3.62,54.0,0,26.0,55.0,0.1
79.0,4.17,83.0,0,82.0,83.0,0.1
76.0,3.3,86.0,0,85.0,86.0,0.1
75.0,3.43,89.0,0,83.0,85.0,0.1
72.0,3.0,89.0,0,94.0,95.0,0.1
72.1,0.01,69.0,0,69.0,69.0,0.1
67.5,3.755,96.0,0,96.0,96.0,0.2
67.3,0.01,95.0,0,95.0,95.0,0.2
67.1,0.01,97.0,0,97.0,97.0,0.2
66.9,0.01,96.0,0,96.0,96.0,0.5
66.6,5.69,96.0,0,96.0,96.0,0.5
66.2,5.58,98.0,0,98.0,98.0,0.5
65.8,4.13,98.0,0,99.0,98.0,0.9
65.4,4.36,99.0,0,99.0,99.0,0.9
65.1,4.14,87.0,0,98.0,97.0,1.2
64.7,5.46,75.0,0,97.0,97.0,1.2
64.3,5.27,96.0,0,97.0,97.0,1.6
63.8,5.78,7.0,0,99.0,96.0,1.6
63.4,6.54,43.0,0,94.0,94.0,1.6
63.1,5.8,92.0,0,92.0,92.0,1.4
62.8,5.02,92.0,0,9.0,92.0,1.5
62.6,5.07,92.0,0,87.0,82.0,1.5
74.5,3.755,98.0,219,97.0,98.0,0.1
74.4,0.09,98.0,154,98.0,98.0,0.1
74.3,0.09,98.0,1164,98.0,98.0,0.1
74.1,0.09,98.0,294,98.0,98.0,0.1
73.9,0.09,98.0,362,98.0,98.0,0.1
73.7,0.09,98.0,334,98.0,98.0,0.1
73.4,0.09,98.0,82,98.0,98.0,0.1
73.3,0.09,98.0,158,98.0,98.0,0.1
73.2,0.1,96.0,4648,96.0,96.0,0.1
73.2,0.08,96.0,807,96.0,96.0,0.1
73.1,0.05,97.0,373,96.0,96.0,0.1
73.1,0.06,96.0,1880,96.0,96.0,0.1
73.0,0.05,95.0,1208,95.0,95.0,0.1
72.9,0.05,97.0,311,95.0,95.0,0.1
72.8,0.05,95.0,155,97.0,97.0,0.1
72.6,0.05,93.0,0,95.0,95.0,0.1
66.7,3.755,89.0,58,85.0,89.0,0.3
66.4,0.26,89.0,32,85.0,89.0,0.3
66.0,0.26,92.0,17,89.0,92.0,0.3
65.6,0.28,91.0,46,83.0,91.0,0.4
64.9,0.32,92.0,18,89.0,92.0,0.4
64.3,0.28,89.0,428,76.0,89.0,0.4
63.5,0.3,86.0,999,83.0,86.0,0.5
62.8,0.28,88.0,6,87.0,88.0,0.6
62.1,0.32,94.0,11,93.0,94.0,0.7
61.3,0.34,89.0,3,89.0,89.0,0.7
65.0,0.33,84.0,0,84.0,84.0,0.7
59.7,0.35,54.0,31,87.0,87.0,0.7
59.0,0.33,92.0,1519,73.0,73.0,0.7
58.4,0.36,92.0,18184,6.0,6.0,0.7
57.9,0.34,92.0,24789,49.0,52.0,0.6
57.5,0.29,92.0,5839,49.0,52.0,0.5
75.6,3.755,94.0,383,95.0,95.0,0.1
75.4,9.09,92.0,37,93.0,93.0,0.1
75.3,9.16,91.0,1,97.0,95.0,0.1
74.9,9.38,97.0,0,93.0,91.0,0.1
74.6,9.56,94.0,370,94.0,94.0,0.1
74.4,9.65,89.0,20,91.0,91.0,0.1
74.1,9.85,93.0,1,97.0,95.0,0.1
74.0,9.54,93.0,2,95.0,95.0,0.1
73.8,9.3,99.0,201,93.0,94.0,0.1
73.6,8.58,93.0,2,97.0,92.0,0.1
73.0,9.6,65.0,2,98.0,98.0,0.1
73.0,7.42,89.0,11,96.0,88.0,0.1
73.0,7.25,92.0,15,89.0,89.0,0.1
72.9,6.95,92.0,63,95.0,95.0,0.1
73.1,7.53,92.0,35,93.0,93.0,0.1
72.6,7.38,92.0,38,98.0,95.0,0.1
73.2,3.755,98.0,0,97.0,97.0,0.1
73.0,0.01,99.0,0,99.0,99.0,0.1
72.9,0.01,99.0,0,98.0,98.0,0.1
72.7,0.01,99.0,0,98.0,98.0,0.1
72.6,9.72,99.0,0,99.0,99.0,0.1
72.4,6.51,99.0,0,99.0,99.0,0.1
72.3,4.94,99.0,0,99.0,99.0,0.1
72.2,6.33,99.0,0,99.0,99.0,0.1
72.2,8.12,99.0,1,99.0,99.0,0.1
72.2,8.12,99.0,10,99.0,99.0,0.1
72.2,7.82,99.0,0,99.0,99.0,0.1
72.1,7.91,99.0,0,99.0,99.0,0.1
72.1,7.41,99.0,0,99.0,99.0,0.1
72.1,11.15,99.0,0,99.0,99.0,0.1
72.0,6.72,96.0,0,96.0,96.0,0.1
71.8,8.24,98.0,0,98.0,98.0,0.1
51.0,3.755,86.0,607,86.0,86.0,0.5
48.1,0.01,83.0,1006,83.0,83.0,0.6
54.0,0.01,92.0,15,92.0,92.0,0.8
49.7,0.01,91.0,678,91.0,91.0,0.9
48.9,3.78,89.0,1865,88.0,89.0,1.3
48.1,3.84,86.0,1089,84.0,86.0,1.6
47.1,3.97,84.0,31,81.0,84.0,1.7
46.2,3.91,77.0,44,75.0,77.0,1.9
45.3,3.86,63.0,0,63.0,64.0,2.2
44.3,3.8,92.0,33,65.0,64.0,2.2
43.3,3.83,92.0,29,67.0,65.0,2.2
42.3,3.99,92.0,7,69.0,65.0,2.1
41.5,4.07,92.0,586,66.0,73.0,1.9
48.0,4.06,92.0,568,54.0,53.0,1.7
41.0,4.21,92.0,649,38.0,38.0,1.5
39.0,3.97,92.0,3575,46.0,44.0,1.2
83.1,1.79,96.0,0,96.0,96.0,0.1
82.9,1.83,96.0,0,96.0,96.0,0.1
82.7,1.83,97.0,138,97.0,97.0,0.1
82.5,1.89,97.0,42,97.0,97.0,0.1
82.2,1.8,96.0,148,96.0,96.0,0.1
82.0,1.84,96.0,50,96.0,96.0,0.1
81.7,1.73,96.0,16,97.0,97.0,0.1
81.4,1.7,97.0,18,97.0,97.0,0.1
81.1,1.6,96.0,15,97.0,97.0,0.1
87.0,1.55,95.0,23,95.0,95.0,0.1
82.0,1.49,96.0,33,96.0,96.0,0.1
79.7,1.45,94.0,96,95.0,95.0,0.1
79.3,1.43,95.0,33,96.0,96.0,0.1
79.0,2.16,95.0,211,94.0,94.0,0.1
78.7,2.08,95.0,408,95.0,96.0,0.1
78.3,2.03,97.0,141,98.0,98.0,0.1
76.7,3.755,96.0,1,96.0,96.0,0.1
76.4,10.6,97.0,0,97.0,97.0,0.1
76.1,9.89,98.0,0,98.0,98.0,0.1
75.8,10.12,99.0,0,99.0,99.0,0.1
75.6,10.24,99.0,0,99.0,99.0,0.1
75.1,10.13,99.0,0,99.0,99.0,0.1
75.0,10.63,99.0,0,99.0,99.0,0.1
74.7,11.37,99.0,0,99.0,99.0,0.1
74.4,10.58,99.0,0,99.0,99.0,0.1
74.3,10.28,99.0,0,99.0,99.0,0.1
74.0,10.81,99.0,0,99.0,99.0,0.1
74.1,10.03,99.0,2,99.0,99.0,0.1
73.8,9.85,99.0,1,98.0,99.0,0.1
73.7,10.78,99.0,0,98.0,99.0,0.1
73.3,10.73,99.0,0,99.0,99.0,0.1
73.0,11.06,98.0,0,98.0,99.0,0.1
88.0,3.755,92.0,18,95.0,95.0,0.1
87.0,10.46,92.0,52,95.0,95.0,0.1
85.0,9.53,92.0,1,95.0,95.0,0.1
82.0,10.95,92.0,2,96.0,96.0,0.1
79.8,10.61,92.0,22,96.0,96.0,0.1
79.5,10.32,92.0,2,96.0,96.0,0.1
79.1,10.52,92.0,0,96.0,96.0,0.1
78.9,10.94,92.0,0,97.0,97.0,0.1
78.3,11.02,92.0,0,97.0,97.0,0.1
78.1,12.26,92.0,0,97.0,97.0,0.1
77.5,11.14,92.0,0,95.0,95.0,0.1
77.2,10.0,92.0,0,94.0,94.0,0.1
76.5,11.58,92.0,0,95.0,95.0,0.1
76.6,9.29,92.0,0,93.0,93.0,0.1
76.2,10.8,92.0,0,93.0,92.0,0.1
76.0,11.9,92.0,0,93.0,91.0,0.1
69.2,3.755,98.0,0,99.0,98.0,0.1
68.8,0.01,88.0,0,94.0,88.0,0.1
68.8,0.01,94.0,0,99.0,94.0,0.1
68.7,0.01,99.0,0,99.0,99.0,0.1
68.5,0.99,99.0,0,99.0,99.0,0.1
68.3,1.1,9.0,0,94.0,9.0,0.1
68.1,1.21,92.0,0,98.0,92.0,0.1
68.0,1.09,89.0,0,94.0,89.0,0.1
67.6,0.85,9.0,0,93.0,9.0,0.1
67.6,0.99,99.0,0,99.0,99.0,0.1
67.4,0.9,83.0,0,9.0,89.0,0.1
67.1,1.18,81.0,0,89.0,9.0,0.1
66.8,1.18,79.0,0,84.0,84.0,0.1
66.5,1.08,75.0,0,78.0,78.0,0.1
66.2,0.7,83.0,0,88.0,84.0,0.1
65.8,0.71,81.0,0,88.0,86.0,0.1
55.0,3.755,42.0,7497,47.0,42.0,0.7
54.3,0.01,42.0,10229,47.0,42.0,0.8
54.2,0.01,42.0,3173,47.0,42.0,0.8
53.1,0.01,92.0,9983,47.0,42.0,0.8
53.1,0.01,92.0,17298,49.0,41.0,0.8
52.4,0.01,92.0,115,49.0,45.0,0.8
52.2,0.01,92.0,13,41.0,42.0,0.8
51.9,0.01,92.0,1081,4.0,31.0,0.9
51.5,0.01,92.0,1149,4.0,4.0,0.9
51.5,0.01,92.0,7,26.0,26.0,0.9
51.6,0.01,92.0,0,35.0,35.0,0.9
51.2,0.01,92.0,12008,3.0,3.0,0.9
51.1,0.01,92.0,8257,4.0,4.0,0.9
58.0,0.01,92.0,9559,4.0,4.0,0.9
57.0,0.01,92.0,3571,33.0,33.0,0.8
55.0,0.01,92.0,3965,37.0,33.0,0.8
62.9,3.755,75.0,17,75.0,75.0,3.6
62.0,7.38,8.0,66,77.0,77.0,3.7
69.0,7.34,7.0,25,73.0,73.0,4.5
59.2,7.38,68.0,32,65.0,65.0,7.6
58.9,7.38,76.0,92,69.0,69.0,8.5
58.0,7.28,71.0,12499,72.0,72.0,11.0
56.5,7.6,74.0,5857,75.0,76.0,19.0
55.3,8.19,76.0,39,77.0,79.0,23.5
54.5,8.48,83.0,31,79.0,82.0,26.4
54.0,8.5,83.0,81,79.0,82.0,28.1
53.8,8.69,79.0,615,75.0,79.0,29.5
53.7,6.96,76.0,830,73.0,74.0,29.7
54.0,6.93,71.0,244,7.0,69.0,28.9
54.9,7.04,72.0,1043,7.0,7.0,26.6
56.0,7.38,72.0,1166,71.0,71.0,24.0
57.3,7.3,73.0,1459,71.0,73.0,21.3
57.3,3.755,31.0,878,41.0,31.0,3.4
56.6,3.755,92.0,441,44.0,39.0,3.5
56.4,3.755,92.0,525,5.0,45.0,3.6
56.0,3.755,92.0,1952,64.0,59.0,3.8
55.4,3.755,92.0,1256,66.0,61.0,3.9
55.0,3.755,92.0,0,93.0,93.0,4.0
54.3,3.755,92.0,0,93.0,93.0,4.2
53.6,3.755,92.0,0,93.0,93.0,4.2
53.1,3.755,92.0,0,93.0,93.0,4.2
52.5,3.755,92.0,0,93.0,93.0,4.1
51.9,3.755,92.0,0,93.0,93.0,3.9
51.4,3.755,92.0,0,93.0,93.0,3.8
58.0,3.755,92.0,0,93.0,93.0,3.5
52.0,3.755,92.0,0,93.0,93.0,3.3
49.6,3.755,92.0,0,93.0,93.0,3.0
48.9,3.755,92.0,0,93.0,93.0,2.7
82.8,3.755,97.0,115,97.0,97.0,0.1
82.6,0.01,96.0,154,97.0,97.0,0.1
82.4,9.25,95.0,131,96.0,96.0,0.1
82.0,9.35,96.0,1204,97.0,97.0,0.1
82.1,9.62,97.0,3802,97.0,97.0,0.1
81.9,9.78,97.0,302,97.0,97.0,0.1
81.6,9.99,96.0,41,96.0,96.0,0.1
81.3,10.24,97.0,297,97.0,97.0,0.1
89.0,11.05,96.0,267,96.0,96.0,0.1
88.0,11.86,97.0,362,98.0,98.0,0.1
81.0,11.92,96.0,22,96.0,96.0,0.1
81.0,11.96,97.0,26,97.0,97.0,0.1
79.4,12.09,81.0,256,99.0,98.0,0.1
79.5,12.26,82.0,67,98.0,98.0,0.1
79.4,9.86,83.0,0,95.0,96.0,0.1
79.1,11.12,77.0,152,95.0,95.0,0.1
74.9,3.755,99.0,1568,99.0,99.0,0.1
74.7,2.37,99.0,1686,99.0,99.0,0.1
74.6,2.56,99.0,2107,99.0,99.0,0.1
74.5,2.8,99.0,51,99.0,99.0,0.1
74.5,3.03,99.0,60,99.0,99.0,0.1
74.5,2.31,99.0,79,99.0,99.0,0.1
71.8,2.05,97.0,21,97.0,97.0,0.1
72.3,2.1,98.0,33,98.0,98.0,0.1
73.7,2.29,98.0,44,98.0,98.0,0.1
73.8,1.96,98.0,0,98.0,98.0,0.1
74.2,1.97,99.0,3,99.0,99.0,0.1
69.1,1.56,62.0,35,97.0,97.0,0.1
73.9,1.69,32.0,65,98.0,99.0,0.1
73.7,1.62,92.0,139,98.0,98.0,0.1
72.7,1.68,92.0,309,98.0,98.0,0.1
71.5,1.45,92.0,16527,99.0,99.0,0.1
64.1,3.755,93.0,3585,93.0,93.0,0.3
63.8,0.01,94.0,676,94.0,94.0,0.3
63.5,0.01,93.0,2813,93.0,93.0,0.3
63.2,0.01,92.0,8523,92.0,92.0,0.3
62.7,2.12,93.0,5616,93.0,93.0,0.3
62.5,1.77,75.0,680,9.0,9.0,0.3
62.0,1.99,72.0,68,81.0,81.0,0.3
61.8,2.01,78.0,129,85.0,86.0,0.3
61.4,2.01,78.0,327,84.0,84.0,0.3
61.0,1.9,6.0,228,77.0,78.0,0.2
67.0,1.55,22.0,1374,78.0,78.0,0.2
59.7,1.59,92.0,9562,74.0,74.0,0.2
59.6,1.74,92.0,4381,69.0,69.0,0.2
59.4,1.59,92.0,4529,6.0,6.0,0.2
58.9,1.81,92.0,4362,66.0,66.0,0.2
58.6,1.76,92.0,2875,62.0,62.0,0.1
71.6,3.755,89.0,0,89.0,89.0,0.4
71.4,6.32,85.0,0,85.0,85.0,0.4
71.2,6.02,86.0,0,86.0,86.0,0.4
71.3,5.73,84.0,0,84.0,84.0,0.9
76.0,5.64,86.0,0,86.0,86.0,0.1
73.0,5.26,86.0,0,96.0,96.0,0.5
70.0,5.13,87.0,0,85.0,87.0,0.6
69.8,4.94,84.0,0,85.0,85.0,1.2
69.5,4.72,84.0,0,84.0,84.0,0.8
69.3,4.52,84.0,0,84.0,84.0,0.6
68.9,4.47,83.0,0,84.0,83.0,0.6
68.3,4.55,92.0,0,84.0,85.0,0.9
68.0,4.53,92.0,0,74.0,75.0,1.0
67.9,4.41,92.0,0,74.0,73.0,1.6
67.7,4.23,92.0,0,65.0,68.0,1.8
67.4,4.29,92.0,0,7.0,71.0,0.4
58.9,3.755,9.0,0,84.0,9.0,7.1
58.4,0.01,98.0,0,98.0,98.0,7.3
57.6,0.01,98.0,0,98.0,98.0,9.8
56.5,0.01,95.0,0,92.0,95.0,12.2
55.0,5.2,91.0,0,85.0,91.0,15.7
53.6,4.93,89.0,313,89.0,89.0,21.6
52.6,4.9,88.0,26,89.0,88.0,33.7
51.4,4.87,9.0,1,89.0,88.0,40.2
50.0,5.55,92.0,0,88.0,87.0,40.7
47.8,5.53,93.0,0,88.0,87.0,43.7
46.0,5.08,95.0,0,88.0,86.0,49.1
45.6,5.78,93.0,0,88.0,86.0,50.3
45.9,5.65,9.0,350,87.0,85.0,50.6
46.4,5.52,88.0,37,87.0,85.0,49.9
47.1,6.72,86.0,49,87.0,84.0,48.8
48.4,7.19,83.0,10,87.0,84.0,46.4
82.4,3.755,67.0,22,98.0,98.0,0.1
82.3,7.3,67.0,26,98.0,98.0,0.1
81.9,7.3,67.0,51,98.0,98.0,0.1
81.7,7.4,53.0,30,98.0,98.0,0.1
81.7,7.4,42.0,26,98.0,98.0,0.1
81.5,7.2,92.0,6,98.0,98.0,0.1
81.4,7.3,92.0,3,98.0,98.0,0.1
81.1,6.9,92.0,25,98.0,98.0,0.1
89.0,6.9,92.0,1,98.0,98.0,0.1
88.0,6.5,92.0,19,98.0,98.0,0.1
85.0,6.5,92.0,13,98.0,98.0,0.1
83.0,6.6,92.0,5,99.0,99.0,0.1
82.0,6.9,92.0,3,99.0,99.0,0.1
79.9,6.9,92.0,9,99.0,99.0,0.1
79.8,6.6,92.0,5,99.0,99.0,0.1
79.6,6.2,92.0,59,99.0,99.0,0.1
83.4,3.755,92.0,35,97.0,97.0,0.1
83.2,9.61,92.0,23,96.0,96.0,0.1
83.0,9.73,92.0,175,96.0,96.0,0.1
82.7,9.86,92.0,61,96.0,96.0,0.1
82.6,9.99,92.0,621,96.0,96.0,0.1
82.3,10.01,92.0,77,96.0,95.0,0.1
82.1,10.15,92.0,958,96.0,95.0,0.1
82.0,10.29,92.0,2022,96.0,95.0,0.1
81.7,10.44,92.0,1015,94.0,94.0,0.1
81.5,10.24,92.0,0,94.0,94.0,0.1
81.1,10.15,92.0,60,94.0,94.0,0.1
81.0,10.55,92.0,39,95.0,93.0,0.1
85.0,10.82,92.0,574,95.0,93.0,0.1
84.0,10.85,92.0,0,95.0,93.0,0.1
82.0,11.12,92.0,700,95.0,93.0,0.1
79.7,11.26,92.0,0,95.0,93.0,0.1
64.5,3.755,41.0,45,5.0,41.0,0.1
64.4,0.01,47.0,594,52.0,43.0,0.1
63.6,0.01,71.0,740,5.0,41.0,0.1
62.8,0.01,43.0,13,47.0,45.0,0.1
71.7,0.76,66.0,13,6.0,72.0,0.1
73.7,0.78,84.0,26,83.0,8.0,0.1
73.8,0.81,84.0,22,83.0,8.0,0.1
73.8,0.8,83.0,19,83.0,79.0,0.1
73.8,0.83,83.0,403,83.0,8.0,0.1
73.7,0.97,83.0,517,83.0,8.0,0.1
73.5,0.92,83.0,375,83.0,8.0,0.1
73.2,0.93,82.0,189,84.0,81.0,0.1
73.0,1.29,81.0,801,85.0,83.0,0.1
72.8,1.25,8.0,538,86.0,84.0,0.1
72.7,1.29,8.0,290,83.0,82.0,0.1
72.6,1.41,79.0,146,86.0,84.0,0.1
69.7,3.755,96.0,3,96.0,96.0,0.2
69.6,0.01,97.0,0,94.0,97.0,0.2
69.3,0.01,96.0,1,97.0,96.0,0.2
68.8,0.01,94.0,16,96.0,94.0,0.2
68.1,0.32,96.0,1,97.0,96.0,0.2
67.3,0.32,93.0,0,95.0,93.0,0.2
66.7,0.3,93.0,0,93.0,93.0,0.2
66.4,0.32,86.0,0,87.0,86.0,0.3
66.1,0.35,84.0,2,85.0,86.0,0.3
65.9,0.38,88.0,3,76.0,83.0,0.3
65.5,0.37,81.0,0,79.0,84.0,0.3
65.9,0.38,81.0,4,82.0,86.0,0.3
65.2,0.36,58.0,2144,82.0,85.0,0.3
64.3,0.6,39.0,927,84.0,85.0,0.3
64.0,0.86,92.0,38,84.0,85.0,0.3
63.7,0.37,92.0,192,86.0,83.0,0.3
74.9,3.755,99.0,154,99.0,99.0,0.1
74.6,6.41,99.0,0,99.0,99.0,0.1
74.5,6.5,99.0,2641,99.0,99.0,0.1
74.3,6.56,98.0,5197,99.0,99.0,0.1
74.1,6.07,98.0,3156,99.0,99.0,0.2
73.9,5.95,98.0,2583,99.0,99.0,0.2
73.7,5.88,98.0,6071,99.0,99.0,0.3
73.5,5.92,98.0,7790,99.0,99.0,0.3
73.3,6.2,96.0,3893,98.0,98.0,0.4
73.0,6.18,96.0,3588,98.0,98.0,0.5
72.5,6.26,96.0,3526,98.0,98.0,0.5
71.6,6.17,96.0,4165,98.0,98.0,0.5
71.7,6.14,96.0,4519,98.0,98.0,0.6
71.4,5.93,95.0,10315,97.0,96.0,0.7
71.2,5.92,95.0,7319,97.0,96.0,0.8
71.1,5.88,95.0,4074,97.0,97.0,0.8
75.7,3.755,92.0,1,92.0,91.0,0.1
75.5,1.13,97.0,116,96.0,95.0,0.1
75.3,1.03,97.0,4,98.0,98.0,0.1
75.1,1.23,98.0,7,97.0,95.0,0.1
74.9,1.16,96.0,701,97.0,96.0,0.1
74.7,1.47,9.0,217,95.0,95.0,0.1
74.4,1.77,95.0,5,96.0,96.0,0.1
74.2,1.72,97.0,27,96.0,95.0,0.1
73.5,1.75,96.0,1,96.0,95.0,0.1
73.7,1.74,89.0,3,92.0,93.0,0.1
73.6,1.75,53.0,5,98.0,97.0,0.1
73.5,2.07,92.0,9,95.0,94.0,0.1
73.2,2.4,92.0,18,96.0,96.0,0.1
72.8,2.53,92.0,19,97.0,96.0,0.1
73.1,3.27,92.0,27,91.0,91.0,0.1
72.6,2.86,92.0,36,96.0,95.0,0.1
68.3,3.755,76.0,43,75.0,76.0,0.1
68.0,0.01,77.0,47,76.0,77.0,0.1
67.7,0.01,82.0,4,82.0,82.0,0.1
67.4,0.01,83.0,16,83.0,83.0,0.1
67.2,0.5,67.0,763,66.0,67.0,0.1
66.9,0.1,72.0,50,72.0,72.0,0.1
66.6,0.09,72.0,10,78.0,72.0,0.1
66.2,0.06,79.0,0,79.0,79.0,0.1
65.8,0.05,92.0,0,7.0,7.0,0.1
64.9,0.04,92.0,90,62.0,63.0,0.1
63.7,0.36,92.0,203,55.0,55.0,0.1
62.3,0.38,92.0,41,57.0,57.0,0.1
61.0,0.44,92.0,94,55.0,55.0,0.1
62.0,0.48,92.0,0,38.0,54.0,0.1
59.4,0.5,92.0,0,93.0,93.0,0.1
58.7,0.5,92.0,0,93.0,93.0,0.1
59.9,3.755,88.0,20,88.0,88.0,1.0
59.7,0.01,87.0,577,85.0,87.0,1.0
59.4,0.01,84.0,564,84.0,84.0,1.5
58.9,0.01,84.0,238,84.0,84.0,1.7
58.3,1.44,85.0,187,85.0,85.0,2.6
57.4,1.21,83.0,120,83.0,83.0,3.8
56.7,1.24,78.0,425,78.0,78.0,4.3
56.2,1.33,24.0,187,8.0,81.0,4.8
55.9,1.37,92.0,8,72.0,82.0,5.1
55.7,1.37,92.0,26,85.0,84.0,5.0
55.0,1.14,92.0,38,8.0,82.0,5.0
54.9,1.01,92.0,61,71.0,71.0,5.1
54.7,1.02,92.0,295,72.0,72.0,5.2
54.7,1.0,92.0,363,58.0,59.0,5.3
54.6,0.95,92.0,1833,51.0,5.0,5.3
54.6,1.1,92.0,3578,63.0,64.0,5.1
73.5,3.755,78.0,0,8.0,78.0,0.1
73.3,0.01,8.0,0,82.0,8.0,0.1
73.2,0.01,82.0,0,84.0,82.0,0.1
73.0,0.01,77.0,0,79.0,77.0,0.1
72.9,0.96,82.0,0,84.0,82.0,0.1
72.8,1.24,82.0,0,84.0,82.0,0.1
72.5,1.08,84.0,0,86.0,84.0,0.1
72.6,1.1,84.0,0,88.0,86.0,0.1
72.5,2.05,87.0,0,88.0,87.0,0.1
72.4,1.79,89.0,0,89.0,88.0,0.1
72.3,1.57,89.0,0,9.0,89.0,0.1
72.2,1.8,9.0,0,91.0,9.0,0.1
72.0,1.79,85.0,0,91.0,9.0,0.1
71.9,1.51,88.0,0,85.0,84.0,0.1
71.8,1.35,91.0,4,91.0,89.0,0.1
71.6,1.24,93.0,0,91.0,91.0,0.1
71.2,3.755,9.0,0,88.0,96.0,0.3
71.1,6.94,92.0,0,94.0,92.0,0.3
71.0,6.71,92.0,0,94.0,92.0,0.3
78.0,6.7,92.0,0,91.0,92.0,0.4
76.0,6.5,9.0,0,91.0,9.0,0.4
74.0,6.5,9.0,0,91.0,9.0,0.4
71.0,6.37,9.0,0,9.0,9.0,0.2
69.9,6.41,9.0,0,91.0,9.0,0.3
69.7,6.37,89.0,0,9.0,88.0,0.7
69.6,6.35,89.0,0,89.0,92.0,0.6
69.5,6.12,95.0,0,95.0,95.0,0.5
69.4,5.82,94.0,0,94.0,94.0,1.0
69.3,5.53,76.0,0,91.0,91.0,0.5
69.2,5.12,5.0,0,96.0,96.0,2.0
69.1,4.55,92.0,0,91.0,91.0,1.2
